stockid,stocknm,stockle,stockkin
9941,裕融,市,其他
9942,茂順,市,汽車零組件
9943,好樂迪,市,觀光
9944,新麗,市,其他
9945,潤泰新,市,其他
9946,三發地產,市,營建
9955,佳龍,市,其他
9958,世紀鋼,市,鋼鐵
1240,茂生農經,櫃,其他
1258,其祥-KY,櫃,食品
1259,安心,櫃,觀光
1264,德麥,櫃,食品
1268,漢來美食,櫃,觀光
1336,台翰,櫃,NB與手機零組件
1565,精華,櫃,生技
1569,濱川,櫃,IC通路
1570,力肯,櫃,電機
1580,新麥,櫃,其他
1584,精剛,櫃,其他
1586,和勤,櫃,其他
1591,駿吉-KY,櫃,電機
1593,祺驊,櫃,生技
1595,川寶,櫃,PCB材料設備
1599,宏佳騰,櫃,電機
1742,台蠟,櫃,化學工業
1752,南光,櫃,生技
1777,生泰,櫃,生技
1781,合世,櫃,生技
1784,訊聯,櫃,生技
1785,光洋科,櫃,光碟片
1788,杏昌,櫃,生技
1796,金穎生技,櫃,生技
1799,易威,櫃,生技
1813,寶利徠,櫃,生技
1815,富喬,櫃,PCB材料設備
2035,唐榮公司,櫃,鋼鐵
2061,風青,櫃,電線電纜
2063,世鎧,櫃,鋼鐵
2064,晉椿,櫃,鋼鐵
2065,世豐,櫃,鋼鐵
2066,世德,櫃,汽車零組件
2067,嘉鋼,櫃,電機
2070,精湛,櫃,電機
2221,大甲,櫃,鋼鐵
2230,泰茂,櫃,汽車零組件
2235,謚源,櫃,汽車零組件
2596,綠意,櫃,營建
2640,大車隊,櫃,其他
2641,正德,櫃,航運
2643,捷迅,櫃,航運
2718,晶悅,櫃,觀光
2719,燦星旅,櫃,觀光
2724,富驛-KY,櫃,觀光
2726,雅茗-KY,櫃,觀光
2729,瓦城,櫃,觀光
2732,六角,櫃,觀光
2734,易飛網,櫃,觀光
2736,富野,櫃,觀光
2740,天蔥,櫃,觀光
2743,山富,櫃,觀光
2745,五福,櫃,觀光
2752,豆府,櫃,觀光
2754,亞洲藏壽司,櫃,觀光
2755,揚秦,櫃,觀光
2916,滿心,櫃,百貨
2924,東凌-KY,櫃,百貨
2926,誠品生活,櫃,百貨
2928,紅馬-KY,櫃,觀光事業
2937,集雅社,櫃,百貨
2947,振宇五金,櫃,百貨
3064,泰偉,櫃,遊戲
3066,李洲,櫃,LED及光元件
3067,全域,櫃,消費電子
3071,協禧,櫃,電源供應器
3073,天方能源,櫃,IC設計
3078,僑威,櫃,電源供應器
3081,聯亞,櫃,通訊設備
3083,網龍,櫃,遊戲
3085,新零售,櫃,其他
3086,華義,櫃,遊戲
3088,艾訊,櫃,工業電腦
3089,億杰,櫃,被動元件
3093,港建,櫃,儀器設備工程
3095,及成,櫃,NB與手機零組件
3105,穩懋,櫃,IC代工
3114,好德,櫃,資訊通路
3115,寶島極,櫃,PCB製造
3118,進階,櫃,生技
3122,笙泉,櫃,IC設計
3128,昇銳,櫃,安全監控
3131,弘塑,櫃,儀器設備工程
3141,晶宏,櫃,IC設計
3144,新揚科,櫃,電子零組件業
3147,大綜,櫃,系統整合
3152,璟德,櫃,被動元件
3162,精確,櫃,自行車
3163,波若威,櫃,通訊設備
3169,亞信,櫃,網通
3171,新洲,櫃,其他
3176,基亞,櫃,生技
3178,公準,櫃,電機
3188,鑫龍騰,櫃,營建
3191,和進,櫃,變壓器與UPS
3202,樺晟,櫃,連接元件
3205,佰研,櫃,生技
3206,志豐,櫃,NB與手機零組件
3207,耀勝,櫃,變壓器與UPS
3211,順達,櫃,NB與手機零組件
3213,茂訊,櫃,資訊通路
3217,優群,櫃,連接元件
3218,大學光,櫃,生技
3219,倚強科,櫃,其他
3221,台嘉碩,櫃,被動元件
3224,三顧,櫃,系統整合
3226,至寶電,櫃,汽車零組件
3227,原相,櫃,IC設計
3228,金麗科,櫃,IC設計
3230,錦明,櫃,機殼
3232,昱捷,櫃,IC通路
3234,光環,櫃,網通
3236,千如,櫃,被動元件
3252,海灣,櫃,觀光
3259,鑫創,櫃,IC設計
3260,威剛,櫃,DRAM銷售
3264,欣銓,櫃,IC封測
3265,台星科,櫃,IC封測
3268,海德威,櫃,IC設計
3272,東碩,櫃,連接元件
3276,宇環,櫃,PCB製造
3284,太普高,櫃,其他
3285,微端,櫃,消費電子
3287,廣寰科,櫃,消費電子
3288,點晶,櫃,IC設計
3289,宜特,櫃,IC其他
3290,東浦,櫃,其他
3293,鈊象,櫃,遊戲
3294,英濟,櫃,機殼
3297,杭特,櫃,安全監控
3303,岱稜,櫃,其他
3306,鼎天,櫃,其他
3310,佳穎,櫃,連接元件
3313,斐成,櫃,食品
3317,尼克森,櫃,IC設計
3322,建舜電,櫃,連接元件
3323,加百裕,櫃,NB與手機零組件
3324,雙鴻,櫃,NB與手機零組件
3325,旭品,櫃,機殼
3332,幸康,櫃,電源供應器
3339,泰谷,櫃,LED及光元件
3354,律勝,櫃,PCB製造
3357,臺慶科,櫃,連接元件
3360,尚立,櫃,IC通路
3362,先進光,櫃,光學鏡片
3363,上詮,櫃,被動元件
3372,典範,櫃,IC封測
3373,熱映,櫃,IC其他
3374,精材,櫃,IC封測
3379,彬台,櫃,電機
3388,崇越電,櫃,PCB製造
3390,旭軟,櫃,PCB製造
3402,漢科,櫃,儀器設備工程
3426,台興,櫃,其他
3434,哲固,櫃,安全監控
3438,類比科,櫃,IC設計
3441,聯一光電,櫃,LED及光元件
3444,利機,櫃,儀器設備工程
3455,由田,櫃,PCB材料設備
3465,進泰電子,櫃,其他
3466,致振,櫃,通訊設備
3479,安勤,櫃,工業電腦
3483,力致,櫃,NB與手機零組件
3484,崧騰,櫃,連接元件
3489,森寶,櫃,營建
3490,單井,櫃,LCD零組件
3491,昇達科,櫃,通訊設備
3492,長盛,櫃,連接元件
3498,陽程,櫃,儀器設備工程
3499,環天科,櫃,其他
3508,位速,櫃,NB與手機零組件
3511,矽瑪,櫃,連接元件
3512,皇龍,櫃,NB與手機零組件
3516,亞帝歐,櫃,LCD零組件
3520,華盈,櫃,連接元件
3521,鴻翊,櫃,商業自動化
3522,御頂,櫃,觀光
3523,迎輝,櫃,LCD零組件
3526,凡甲,櫃,連接元件
3527,聚積,櫃,IC設計
3529,力旺,櫃,IC設計
3531,先益,櫃,LED及光元件
3537,堡達,櫃,IC通路
3540,曜越,櫃,機殼
3541,西柏,櫃,通訊設備
3546,宇峻,櫃,遊戲
3548,兆利,櫃,連接元件
3551,世禾,櫃,儀器設備工程
3552,同致,櫃,汽車零組件
3555,重鵬,櫃,IC設計
3556,禾瑞亞,櫃,IC設計
3558,神準,櫃,網通
3564,其陽,櫃,工業電腦
3567,逸昌,櫃,IC封測
3570,大塚,櫃,系統整合
3577,泓格,櫃,工業電腦
3580,友威科,櫃,儀器設備工程
3581,博磊,櫃,IC封測
3587,閎康,櫃,其他
3594,磐儀,櫃,工業電腦
3597,映興,櫃,連接元件
3609,三一東林,櫃,LED及光元件
3611,鼎翰,櫃,工業電腦
3615,安可,櫃,LCD STN面板
3623,富晶通,櫃,LCD STN面板
3624,光頡,櫃,LED及光元件
3625,西勝,櫃,NB與手機零組件
3628,盈正,櫃,變壓器與UPS
3629,地心引力,櫃,其他
3630,新鉅科,櫃,光學鏡片
3631,晟楠,櫃,IC其他
3632,研勤,櫃,其他
3642,駿熠電,櫃,其他
3646,艾恩特,櫃,連接元件
3652,精聯,櫃,工業電腦
3663,鑫科,櫃,太陽能
3664,安瑞-KY,櫃,系統整合
3666,光耀,櫃,LCD零組件
3672,康聯訊,櫃,通訊設備
3675,德微,櫃,LED及光元件
3680,家登,櫃,儀器設備工程
3684,榮昌,櫃,通訊設備
3685,元創精密,櫃,電機
3687,歐買尬,櫃,其他
3689,湧德,櫃,連接元件
3691,碩禾,櫃,太陽能
3693,營邦,櫃,工業電腦
3707,漢磊,櫃,IC製造
3709,鑫聯大投控,櫃,EMS
3710,連展投控,櫃,連接元件
3713,新晶投控,櫃,太陽能
4102,永日,櫃,生技
4105,東洋,櫃,生技
4107,邦特,櫃,生技
4109,加捷生醫,櫃,生技
4111,濟生,櫃,生技
4113,聯上,櫃,營建
4114,健喬,櫃,生技
4116,明基醫,櫃,生技
4120,友華,櫃,生技
4121,優盛,櫃,生技
4123,晟德,櫃,生技
4126,太醫,櫃,生技
4127,天良,櫃,生技
4128,中天,櫃,生技
4129,聯合,櫃,生技
4130,健亞,櫃,生技
4131,晶宇,櫃,生技
4138,曜亞,櫃,生技
4139,馬光-KY,櫃,生技
4147,中裕,櫃,生技
4153,鈺緯,櫃,生技
4154,樂威科-KY,櫃,生技
4157,太景*-KY,櫃,生技
4160,創源,櫃,生技
4161,聿新科,櫃,生技
4162,智擎,櫃,生技
4163,鐿鈦,櫃,生技
4167,松瑞藥,櫃,生技
4168,醣聯,櫃,生技
4171,瑞基,櫃,生技
4173,久裕,櫃,生技
4174,浩鼎,櫃,生技
4175,杏一,櫃,生技
4183,福永生技,櫃,生技
4188,安克,櫃,生技
4192,杏國,櫃,生技
4198,欣大健康,櫃,生技
4205,中華食,櫃,食品
4207,環泰,櫃,食品
4303,信立,櫃,塑膠
4304,勝昱,櫃,塑膠
4305,世坤,櫃,塑膠
4401,東隆興,櫃,紡織纖維
4402,福大,櫃,紡織纖維
4406,新昕纖,櫃,紡織纖維
4413,飛寶企業,櫃,紡織纖維
4416,三圓,櫃,營建
4417,金洲,櫃,紡織纖維
4419,元勝,櫃,紡織纖維
4420,光明,櫃,紡織纖維
4429,聚紡,櫃,紡織纖維
4430,耀億,櫃,其他
4432,銘旺實,櫃,紡織纖維
4433,興采,櫃,紡織纖維
4502,健信,櫃,汽車零組件
4503,金雨,櫃,顯示器
4506,崇友,櫃,電機
4510,高鋒,櫃,電機
4513,福裕,櫃,電機
4523,永彰,櫃,汽車零組件
4527,方土霖,櫃,電機
4528,江興鍛,櫃,汽車零組件
4529,淳紳,櫃,其他
4530,宏易,櫃,電機
4533,協易機,櫃,電機
4534,慶騰,櫃,電機
4535,至興,櫃,汽車零組件
4538,大詠城,櫃,電機
4541,晟田,櫃,其他
4542,科嶠,櫃,儀器設備工程
4543,萬在,櫃,汽車零組件
4549,桓達,櫃,電機
4550,長佳,櫃,電機
4554,橙的,櫃,汽車零組件
4556,旭然,櫃,其他
4561,健椿,櫃,電機
4563,百德,櫃,電機
4568,科際精密,櫃,電機
4580,捷流閥業,櫃,電機
4609,唐鋒,櫃,電機
4702,中美實,櫃,化學工業
4706,大恭,櫃,化學工業
4707,磐亞,櫃,化學工業
4711,永純,櫃,塑膠
4712,南璋,櫃,食品
4714,永捷,櫃,塑膠
4716,大立,櫃,塑膠
4721,美琪瑪,櫃,化學工業
4726,永昕,櫃,生技
4728,雙美,櫃,生技
4729,熒茂,櫃,LCD零組件
4735,豪展,櫃,生技
4736,泰博,櫃,生技
4741,泓瀚,櫃,化學工業
4743,合一,櫃,生技
4744,皇將,櫃,生技
4745,合富-KY,櫃,生技
4747,強生,櫃,生技
4754,國碳科,櫃,化學工業
4760,勤凱科技,櫃,被動元件
4767,誠泰科技,櫃,化學工業
4803,VHQ-KY,櫃,文化創意業
4804,大略-KY,櫃,觀光
4806,昇華,櫃,其他
4903,聯光通,櫃,通訊設備
4905,台聯電,櫃,通訊設備
4907,富宇,櫃,營建
4908,前鼎,櫃,通訊設備
4909,新復興,櫃,PCB製造
4911,德英,櫃,生技
4924,欣厚-KY,櫃,其他
4931,新盛力,櫃,NB與手機零組件
4933,友輝,櫃,LCD零組件
4939,亞電,櫃,PCB製造
4944,兆遠,櫃,LED及光元件
4945,陞達科技,櫃,IC設計
4946,辣椒,櫃,遊戲
4950,牧東,櫃,LCD STN面板
4953,緯軟,櫃,系統整合
4966,譜瑞-KY,櫃,IC設計
4971,IET-KY,櫃,IC製造
4972,湯石照明,櫃,LED及光元件
4973,廣穎,櫃,IC設計
4974,亞泰,櫃,掃描器
4979,華星光,櫃,通訊設備
4987,科誠,櫃,其他
4991,環宇-KY,櫃,IC其他
4995,晶達,櫃,LCD TFT面板
5009,榮剛,櫃,鋼鐵
5011,久陽,櫃,鋼鐵
5013,強新,櫃,鋼鐵
5014,建錩,櫃,鋼鐵
5015,華祺,櫃,鋼鐵
5016,松和,櫃,鋼鐵
5102,富強,櫃,橡膠
5201,凱衛,櫃,系統整合
5202,力新,櫃,其他
5205,中茂,櫃,系統整合
5206,坤悅,櫃,營建
5209,新鼎,櫃,系統整合
5210,寶碩,櫃,系統整合
5211,蒙恬,櫃,其他
5212,凌網,櫃,系統整合
5213,亞昕,櫃,營建
5220,萬達光電,櫃,LCD STN面板
5223,安力-KY,櫃,NB與手機零組件
5227,立凱-KY,櫃,其他
5230,雷笛克光學,櫃,LED及光元件
5236,凌陽創新,櫃,IC設計
5245,智晶,櫃,LCD TFT面板
5251,天鉞電,櫃,安全監控
5263,智崴,櫃,其他
5272,笙科,櫃,IC設計
5274,信驊,櫃,IC設計
5276,達輝-KY,櫃,汽車零組件
5278,尚凡,櫃,其他
5281,大峽谷-KY,櫃,LED及光元件
5287,數字,櫃,其他
5289,宜鼎,櫃,DRAM銷售
5291,邑昇,櫃,PCB製造
5299,杰力,櫃,IC代工
5301,寶得利,櫃,觀光
5302,太欣,櫃,IC設計
5306,桂盟,櫃,自行車
5309,系統電,櫃,變壓器與UPS
5310,天剛,櫃,系統整合
5312,寶島科,櫃,生技
5314,世紀,櫃,IC設計
5315,光聯,櫃,LCD STN面板
5321,美而快,櫃,PCB製造
5324,士開,櫃,營建
5328,華容,櫃,電源供應器
5340,建榮,櫃,PCB材料設備
5344,立衛,櫃,IC封測
5345,天揚,櫃,其他
5347,世界,櫃,IC代工
5348,系通,櫃,通訊設備
5351,鈺創,櫃,IC設計
5353,台林,櫃,通訊設備
5355,佳總,櫃,PCB製造
5356,協益,櫃,其他
5364,力麗店,櫃,觀光
5371,中光電,櫃,LCD零組件
5381,合正,櫃,PCB材料設備
5383,金利,櫃,連接元件
5386,青雲,櫃,PC介面卡
5392,能率,櫃,連接元件
5398,慕康生醫,櫃,生技
5403,中菲,櫃,系統整合
5410,國眾,櫃,資訊通路
5425,台半,櫃,LED及光元件
5426,振發,櫃,機殼
5432,新門,櫃,LCD零組件
5438,東友,櫃,其他
5439,高技,櫃,PCB製造
5443,均豪,櫃,IC其他
5450,南良,櫃,其他
5452,佶優,櫃,其他
5455,昇益,櫃,營建
5457,宣德,櫃,連接元件
5460,同協,櫃,連接元件
5464,霖宏,櫃,PCB製造
5465,富驊,櫃,機殼
5468,凱鈺,櫃,IC設計
5474,聰泰,櫃,PC介面卡
5475,德宏,櫃,PCB材料設備
5478,智冠,櫃,遊戲
5481,新華,櫃,其他
5483,中美晶,櫃,太陽能
5487,通泰,櫃,IC設計
5488,松普,櫃,連接元件
5489,彩富,櫃,安全監控
5490,同亨,櫃,商業自動化
5493,三聯,櫃,儀器設備工程
5498,凱崴,櫃,PCB材料設備
5508,永信建,櫃,營建
5511,德昌,櫃,營建
5512,力麒,櫃,營建
5514,三豐,櫃,營建
5516,雙喜,櫃,營建
5520,力泰,櫃,營建
5523,豐謙,櫃,營建
5529,鉅陞,櫃,營建
5530,龍巖,櫃,其他
5536,聖暉,櫃,儀器設備工程
5543,桓鼎-KY,櫃,鋼鐵
5601,台聯櫃,櫃,航運
5603,陸海,櫃,航運
5604,中連貨,櫃,其他
5609,中菲行,櫃,航運
5701,劍湖山,櫃,觀光
5703,亞都麗緻,櫃,觀光
5704,老爺知,櫃,觀光
5820,日盛金,櫃,金控
5864,致和證,櫃,證券
5878,台名,櫃,保險
5902,德記,櫃,百貨
5903,全家,櫃,百貨
5904,寶雅,櫃,百貨
5905,南仁湖,櫃,百貨
6015,宏遠證,櫃,證券
6016,康和證,櫃,證券
6020,大展證,櫃,證券
6021,大慶證,櫃,證券
6023,元大期貨,櫃,證券
6026,福邦證,櫃,證券
6101,寬魚國際,櫃,其他
6103,合邦,櫃,IC設計
6104,創惟,櫃,IC設計
6109,亞元,櫃,電源供應器
6111,大宇資,櫃,遊戲
6113,亞矽,櫃,IC通路
6114,久威,櫃,PCB製造
6118,建達,櫃,資訊通路
6121,新普,櫃,NB與手機零組件
6122,擎邦,櫃,儀器設備工程
6123,上奇,櫃,資訊通路
6124,業強,櫃,IC其他
6125,廣運,櫃,儀器設備工程
6126,信音,櫃,連接元件
6127,九豪,櫃,被動元件
6129,普誠,櫃,IC設計
6130,星寶國際,櫃,生技
6134,萬旭,櫃,連接元件
6138,茂達,櫃,IC設計
6140,訊達電腦,櫃,系統整合
6143,振曜,櫃,網通
6144,得利影,櫃,資訊通路
6146,耕興,櫃,IC封測
6147,頎邦,櫃,IC封測
6148,驊宏資,櫃,系統整合
6150,撼訊,櫃,PC介面卡
6151,晉倫,櫃,IC通路
6154,順發,櫃,資訊通路
6156,松上,櫃,PCB製造
6158,禾昌,櫃,連接元件
6160,欣技,櫃,商業自動化
6161,捷波,櫃,主機板
6163,華電網,櫃,系統整合
6167,久正,櫃,LCD STN面板
6169,昱泉,櫃,遊戲
6170,統振,櫃,資訊通路
6171,大城地產,櫃,營建
6173,信昌電,櫃,被動元件
6174,安碁,櫃,被動元件
6175,立敦,櫃,被動元件
6179,亞通,櫃,其他
6180,橘子,櫃,遊戲
6182,合晶,櫃,IC製造
6185,幃翔,櫃,連接元件
6186,新潤,櫃,營建
6187,萬潤,櫃,IC其他
6188,廣明,櫃,其他
6190,萬泰科,櫃,連接元件
6194,育富,櫃,PCB製造
6195,詩肯,櫃,百貨
6198,凌泰,櫃,IC設計
6199,天品,櫃,其他
6203,海韻電,櫃,電源供應器
6204,艾華,櫃,被動元件
6207,雷科,櫃,通訊設備
6208,日揚,櫃,儀器設備工程
6210,慶生,櫃,PCB製造
6212,理銘,櫃,營建
6217,中探針,櫃,PCB材料設備
6218,豪勉,櫃,系統整合
6219,富旺,櫃,營建
6220,岳豐,櫃,網通
6221,晉泰,櫃,系統整合
6222,上揚,櫃,顯示器
6223,旺矽,櫃,IC其他
6227,茂綸,櫃,IC通路
6228,全譜,櫃,掃描器
6229,研通,櫃,IC設計
6231,系微,櫃,IC其他
6233,旺玖,櫃,IC設計
6234,高僑,櫃,PCB材料設備
6236,康呈,櫃,生技
6237,驊訊,櫃,IC設計
6240,松崗,櫃,其他
6241,易通展,櫃,網通
6242,立康,櫃,生技
6244,茂迪,櫃,太陽能
6245,立端,櫃,工業電腦
6246,臺龍,櫃,變壓器與UPS
6247,淇譽電,櫃,消費電子
6248,沛波,櫃,鋼鐵
6259,百徽,櫃,IC通路
6261,久元,櫃,IC封測
6263,普萊德,櫃,網通
6264,富裔,櫃,營建
6265,方土昶,櫃,連接元件
6266,泰詠,櫃,PCB材料設備
6270,倍微,櫃,IC通路
6274,台燿,櫃,PCB材料設備
6275,元山,櫃,其他
6276,安鈦克,櫃,其他
6279,胡連,櫃,汽車零組件
6284,佳邦,櫃,變壓器與UPS
6287,元隆,櫃,IC製造
6290,良維,櫃,連接元件
6291,沛亨,櫃,IC設計
6292,迅德,櫃,變壓器與UPS
6294,智基,櫃,其他
6404,通訊-KY,櫃,遊戲
6411,晶焱,櫃,IC設計
6417,韋僑,櫃,被動元件
6418,詠昇,櫃,連接元件
6419,京晨科,櫃,安全監控
6425,易發,櫃,IC其他
6432,今展科,櫃,被動元件
6435,大中,櫃,IC設計
6441,廣錠,櫃,工業電腦
6446,藥華藥,櫃,生技
6457,紘康,櫃,IC設計
6461,益得,櫃,生技
6462,神盾,櫃,IC設計
6465,威潤,櫃,通訊設備
6469,大樹,櫃,生技
6470,宇智,櫃,通訊設備
6472,保瑞,櫃,生技
6482,弘煜科,櫃,遊戲
6485,點序,櫃,IC設計
6486,互動,櫃,系統整合
6488,環球晶,櫃,IC製造
6492,生華科,櫃,生技
6494,九齊,櫃,IC設計
6496,科懋,櫃,生技
6499,益安,櫃,生技
6506,雙邦,櫃,紡織纖維
6508,惠光,櫃,生技
6509,聚和,櫃,化學工業
6510,精測,櫃,IC封測
6512,啟發電,櫃,其他
6514,芮特-KY,櫃,通訊設備
6516,勤崴國際,櫃,系統整合
6523,達爾膚,櫃,生技
6527,明達醫,櫃,生技
6530,創威,櫃,通訊設備
6532,瑞耘,櫃,IC製造
6535,順藥,櫃,生技
6538,倉和,櫃,其他
6542,隆中,櫃,遊戲
6547,高端疫苗,櫃,生技
6548,長科*,櫃,LED及光元件
6556,勝品,櫃,安全監控
6560,欣普羅,櫃,安全監控
6561,是方,櫃,網通
6568,宏觀,櫃,IC設計
6569,醫揚,櫃,生技
6570,維田,櫃,工業電腦
6574,霈方,櫃,生技
6576,逸達,櫃,生技
6577,勁豐,櫃,顯示器
6578,達邦蛋白,櫃,其他
6588,東典,櫃,通訊設備
6589,台康生技,櫃,生技
6590,普鴻,櫃,系統整合
6593,台灣銘板,櫃,系統整合
6594,展匯科,櫃,IC設計
6596,寬宏藝術,櫃,其他
6603,富強鑫,櫃,電機
6609,瀧澤科,櫃,電機
6612,奈米醫材,櫃,生技
6613,朋億,櫃,儀器設備工程
6615,慧智,櫃,生技
6616,特昇-KY,櫃,其他
6624,萬年清,櫃,其他
6629,泰金-KY,櫃,其他
6640,均華,櫃,IC其他
6642,富致,櫃,被動元件
6643,M31,櫃,IC設計
6649,台生材,櫃,生技
6651,全宇昕,櫃,IC設計
6654,天正國際,櫃,IC其他
6661,威健生技,櫃,生技
6662,樂斯科,櫃,生技
6664,群翊,櫃,PCB材料設備
6667,信紘科,櫃,儀器設備工程
6679,鈺太,櫃,IC設計
6680,鑫創電子,櫃,工業電腦
6683,雍智科技,櫃,IC其他
6684,安格,櫃,IC設計
6690,安碁資訊,櫃,系統整合
6697,東捷資訊,櫃,系統整合
6703,軒郁,櫃,生技
6712,長聖,櫃,生技
6716,應廣,櫃,IC設計
6727,亞泰金屬,櫃,PCB材料設備
6728,上洋,櫃,電機
6732,昇佳電子,櫃,IC設計
6733,博晟生醫,櫃,生技
6741,91APP*-KY,櫃,其他
6747,亨泰光,櫃,生技
6751,智聯服務,櫃,系統整合
6752,叡揚,櫃,系統整合
6762,達亞,櫃,生技
6767,台微醫,櫃,生技
6788,華景電,櫃,PCB材料設備
6803,崑鼎投控,櫃,其他
7402,邑錡,櫃,光學鏡片
7556,意德士科技,櫃,儀器設備工程
8024,佑華,櫃,IC設計
8027,鈦昇,櫃,電機
8032,光菱,櫃,IC通路
8034,榮群,櫃,通訊設備
8038,長園科,櫃,NB與手機零組件
8040,九暘,櫃,IC設計
8042,金山電,櫃,被動元件
8043,蜜望實,櫃,被動元件
8044,網家,櫃,其他
8047,星雲,櫃,其他
8048,德勝,櫃,通訊設備
8049,晶采,櫃,LCD STN面板
8050,廣積,櫃,工業電腦
8054,安國,櫃,IC設計
8059,凱碩,櫃,通訊設備
8064,東捷,櫃,儀器設備工程
8066,來思達,櫃,百貨
8067,志旭,櫃,資訊通路
8068,全達,櫃,IC通路
8069,元太,櫃,LCD TFT面板
8071,能率網通,櫃,光碟片
8074,鉅橡,櫃,PCB材料設備
8076,伍豐,櫃,商業自動化
8077,洛碁,櫃,觀光
8080,永利聯合,櫃,被動元件
8083,瑞穎,櫃,其他
8084,巨虹,櫃,IC通路
8085,福華,櫃,LCD零組件
8086,宏捷科,櫃,IC代工
8087,華鎂鑫,櫃,光碟片
8088,品安,櫃,DRAM銷售
8089,康全電訊,櫃,網通
8091,翔名,櫃,儀器設備工程
8092,建暐,櫃,儀器設備工程
8093,保銳,櫃,變壓器與UPS
8096,擎亞,櫃,IC設計
8097,常珵,櫃,連接元件
8099,大世科,櫃,系統整合
8107,大億金茂,櫃,汽車零組件
8109,博大,櫃,電源供應器
8111,立碁,櫃,LED及光元件
8121,越峰,櫃,被動元件
8147,正淩,櫃,連接元件
8155,博智,櫃,PCB製造
8171,天宇,櫃,NB與手機零組件
8176,智捷,櫃,網通
8182,加高,櫃,被動元件
8183,精星,櫃,其他
8234,新漢,櫃,工業電腦
8240,華宏,櫃,LCD零組件
8255,朋程,櫃,汽車零組件
8277,商丞,櫃,DRAM銷售
8279,生展,櫃,生技
8284,三竹,櫃,資訊通路
8289,泰藝,櫃,被動元件
8291,尚茂,櫃,PCB材料設備
8299,群聯,櫃,IC設計
8342,益張,櫃,其他
8349,恒耀國際,櫃,鋼鐵
8354,冠好,櫃,其他
8358,金居,櫃,PCB材料設備
8383,千附,櫃,儀器設備工程
8390,金益鼎,櫃,其他
8401,白紗科,櫃,其他
8403,盛弘,櫃,生技
8406,金可-KY,櫃,生技
8409,商之器,櫃,生技
8410,森田,櫃,其他
8415,大國鋼,櫃,鋼鐵
8416,實威,櫃,系統整合
8418,捷必勝-KY,櫃,其他
8420,明揚,櫃,高爾夫球
8421,旭源,櫃,儀器設備工程
8423,保綠-KY,櫃,橡膠
8424,惠普,櫃,營建
8426,紅木-KY,櫃,其他
8431,匯鑽科,櫃,連接元件
8432,東生華,櫃,生技
8433,弘帆,櫃,百貨
8435,鉅邁,櫃,其他
8436,大江,櫃,生技
8437,大地-KY,櫃,其他
8440,綠電,櫃,其他
8444,綠河-KY,櫃,其他
8446,華研,櫃,其他
8450,霹靂,櫃,其他
8455,大拓-KY,櫃,其他
8472,夠麻吉,櫃,其他
8476,台境,櫃,其他
8477,創業家,櫃,其他
8489,三貝德,櫃,其他
8905,裕國,櫃,食品
8906,花王,櫃,其他
8908,欣雄,櫃,其他
8916,光隆,櫃,紡織纖維
8917,欣泰,櫃,其他
8921,沈氏,櫃,其他
8923,時報,櫃,其他
8924,大田,櫃,高爾夫球
8927,北基,櫃,其他
8928,鉅明,櫃,高爾夫球
8929,富堡,櫃,其他
8930,青鋼,櫃,鋼鐵
8931,大汽電,櫃,其他
8932,宏大,櫃,其他
8933,愛地雅,櫃,自行車
8935,邦泰,櫃,塑膠
8936,國統,櫃,營建
8937,合騏,櫃,其他
8938,明安,櫃,高爾夫球
8941,關中,櫃,其他
8942,森鉅,櫃,其他
9949,琉園,櫃,其他
9950,萬國通,櫃,塑膠
9951,皇田,櫃,汽車零組件
9960,邁達康,櫃,高爾夫球
9962,有益,櫃,鋼鐵
